,date,date_block_num,shop_id,item_id,item_price,item_cnt_day
2403568,17.01.2015,24,54,17104,399.0,3.0
987648,27.10.2013,9,25,11457,349.0,2.0
560916,08.06.2013,5,35,1833,599.5,1.0
2585920,11.04.2015,27,53,13465,9990.0,1.0
1696883,04.05.2014,16,47,2279,699.0,1.0
2125204,24.11.2014,22,53,5490,1249.0,1.0
1244839,22.12.2013,11,31,5602,599.0,1.0
176928,14.02.2013,1,8,18473,199.0,1.0
492493,16.05.2013,4,51,6466,554.0,1.0
2344172,19.01.2015,24,27,5820,2599.0,5.0
27290,11.01.2013,0,27,16890,399.0,1.0
788649,16.08.2013,7,25,1830,332.853333333,3.0
1217577,13.12.2013,11,57,21401,149.0,1.0
2622813,08.05.2015,28,14,10453,449.0,1.0
1529776,17.03.2014,14,45,6497,999.0,1.0
2724779,19.07.2015,30,2,2918,999.0,1.0
1360750,07.01.2014,12,18,18631,149.0,1.0
2481901,02.02.2015,25,26,4634,1599.0,1.0
285882,12.03.2013,2,21,1915,249.0,1.0
1237238,27.12.2013,11,38,19045,249.0,1.0
1226060,15.12.2013,11,54,20253,149.0,1.0
1580351,17.04.2014,15,6,16154,699.0,1.0
1371365,28.02.2014,13,28,17346,399.0,1.0
1736781,08.06.2014,17,2,4178,1590.0,1.0
804409,25.08.2013,7,28,13736,599.0,1.0
638653,08.07.2013,6,28,12661,399.0,1.0
848387,22.09.2013,8,46,5035,1999.0,2.0
2435898,23.02.2015,25,59,4872,1199.0,1.0
269753,09.03.2013,2,43,3470,349.0,1.0
2234542,20.12.2014,23,35,4494,2999.0,1.0
1611977,25.04.2014,15,31,1449,599.0,1.0
1951586,30.08.2014,19,26,17717,321.0,3.0
2666325,13.06.2015,29,31,22102,1250.0,1.0
2553359,28.03.2015,26,26,6252,299.0,1.0
2695541,24.06.2015,29,25,18043,299.0,1.0
817041,15.08.2013,7,27,15100,299.0,1.0
2295925,28.12.2014,23,25,21619,405.52,1.0
2538649,21.03.2015,26,27,22104,249.0,1.0
2073350,24.10.2014,21,58,12817,149.0,1.0
2291149,27.12.2014,23,27,7075,2399.0,1.0
1253521,29.12.2013,11,42,12169,649.0,1.0
2023163,12.09.2014,20,54,19474,249.0,1.0
168736,06.02.2013,1,6,13418,999.0,1.0
1783804,11.06.2014,17,46,2887,199.0,1.0
1169449,24.12.2013,11,15,14229,99.0,1.0
1601507,20.04.2014,15,41,6497,999.0,1.0
1425457,28.02.2014,13,54,16240,1150.0,1.0
780953,15.08.2013,7,37,6482,699.0,1.0
795509,09.08.2013,7,25,6473,299.0,1.0
576869,01.06.2013,5,4,1462,1999.0,1.0
2619506,18.05.2015,28,6,16115,659.0,1.0
1031512,26.11.2013,10,29,16527,399.0,2.0
2446435,15.02.2015,25,54,11242,99.0,1.0
1235595,28.12.2013,11,35,7081,398.0,1.0
1184376,23.12.2013,11,21,1916,248.5,1.0
967776,24.10.2013,9,30,12677,249.0,1.0
1232571,29.12.2013,11,35,10487,399.0,1.0
1447653,21.02.2014,13,56,12734,149.0,1.0
313825,16.03.2013,2,30,9336,399.0,1.0
1811814,02.07.2014,18,54,3290,399.0,1.0
618805,20.06.2013,5,50,21675,299.0,1.0
1349032,06.01.2014,12,26,3719,599.0,1.0
2856810,27.09.2015,32,21,5336,299.0,1.0
1850955,24.07.2014,18,25,17661,2999.0,1.0
1590498,12.04.2014,15,19,11923,1199.0,1.0
2372745,08.01.2015,24,29,11951,399.0,1.0
1623948,26.04.2014,15,31,15631,399.0,2.0
145987,03.02.2013,1,19,1791,1799.0,1.0
1725308,02.06.2014,17,28,10784,399.0,1.0
2415399,07.02.2015,25,44,4870,999.0,1.0
623357,30.06.2013,5,43,1987,299.0,1.0
2520714,13.03.2015,26,19,3327,149.0,1.0
807487,17.08.2013,7,28,8974,399.0,6.0
207259,02.02.2013,1,27,14730,399.0,5.0
2513511,27.03.2015,26,50,18679,299.0,1.0
63214,31.01.2013,0,31,8160,349.0,1.0
381039,19.04.2013,3,19,19822,549.0,1.0
347633,09.04.2013,3,25,6033,1499.0,1.0
1371959,03.02.2014,13,28,3732,2599.0,-1.0
2139881,06.11.2014,22,56,6768,2799.0,1.0
2234665,29.12.2014,23,35,5039,1999.0,3.0
265601,12.03.2013,2,43,9153,149.0,1.0
1478743,16.03.2014,14,58,1324,599.0,1.0
1862267,24.07.2014,18,25,7808,2599.0,1.0
1932956,10.08.2014,19,28,15450,579.0,1.0
1093976,06.11.2013,10,53,15064,649.0,1.0
418904,18.04.2013,3,31,21371,1199.0,1.0
316236,05.03.2013,2,28,14752,399.0,2.0
2506916,12.03.2015,26,59,10298,169.0,1.0
1306882,02.01.2014,12,29,2263,999.0,1.0
1069092,19.11.2013,10,3,19776,199.0,1.0
2574394,17.04.2015,27,25,8447,299.0,1.0
1622422,29.04.2014,15,39,13550,298.0,1.0
1066706,27.11.2013,10,5,18622,399.0,1.0
2920961,12.10.2015,33,7,7856,1199.0,1.0
2074588,27.10.2014,21,57,6619,2599.0,1.0
2853918,19.09.2015,32,18,17469,169.0,1.0
2804056,10.08.2015,31,15,5821,1099.0,1.0
282702,07.03.2013,2,16,11851,85.0,1.0
384568,14.04.2013,3,18,4486,1249.0,1.0
1474006,08.03.2014,14,57,16444,449.0,1.0
506448,28.05.2013,4,59,14447,499.0,1.0
2509885,11.03.2015,26,58,2778,99.0,1.0
408528,13.04.2013,3,54,12375,349.0,1.0
1871260,30.08.2014,19,46,17482,499.0,1.0
1499998,30.03.2014,14,24,15520,339.0,1.0
1294303,10.01.2014,12,31,4099,299.0,1.0
1892709,24.08.2014,19,55,4253,350.0,1.0
550585,01.06.2013,5,42,2439,299.0,1.0
2713204,01.06.2015,29,51,16179,1246.0,1.0
1345932,24.01.2014,12,6,2753,599.0,2.0
1450387,23.02.2014,13,54,18201,299.0,1.0
261833,30.03.2013,2,54,19415,649.0,2.0
1891033,30.08.2014,19,57,2443,499.5,2.0
2117574,28.11.2014,22,28,20405,2399.0,1.0
1865462,29.07.2014,18,21,20949,5.0,2.0
1640162,08.05.2014,16,31,6185,499.0,1.0
447479,31.05.2013,4,30,8466,299.0,1.0
1905823,15.08.2014,19,54,10120,399.0,2.0
2018046,30.09.2014,20,54,7791,2599.0,1.0
2510481,11.03.2015,26,52,14229,99.0,1.0
2356337,15.01.2015,24,41,12773,699.0,1.0
2919117,15.10.2015,33,12,2141,2400.0,1.0
294144,18.03.2013,2,8,16020,299.0,1.0
1495245,06.03.2014,14,26,3929,299.0,2.0
2766807,03.07.2015,30,35,4706,299.0,2.0
2649418,19.05.2015,28,58,3344,1499.5,1.0
270185,12.03.2013,2,43,6455,1199.0,2.0
648736,05.07.2013,6,31,11095,299.0,1.0
654411,16.07.2013,6,30,4870,799.0,1.0
1930796,16.08.2014,19,7,15319,1149.0,1.0
759970,23.08.2013,7,47,1021,399.0,1.0
1108066,24.11.2013,10,42,2269,799.0,2.0
2157998,03.11.2014,22,6,21764,199.0,1.0
2308571,29.12.2014,23,21,13104,399.0,1.0
2469101,12.02.2015,25,28,8204,449.0,1.0
703217,19.07.2013,6,57,19104,298.0,1.0
1740002,03.06.2014,17,21,10598,349.0,1.0
1074649,03.11.2013,10,24,6471,699.0,4.0
941393,24.10.2013,9,43,993,99.0,1.0
342021,24.03.2013,2,2,1481,1999.0,1.0
1525052,01.03.2014,14,31,18359,299.0,1.0
1551282,16.04.2014,15,54,14913,999.0,1.0
206721,22.02.2013,1,27,7945,13990.0,1.0
652303,11.07.2013,6,31,21729,148.9,1.0
665741,12.07.2013,6,15,3939,1999.0,1.0
87854,17.01.2013,0,54,8740,149.0,1.0
2783108,02.08.2015,31,37,3633,1599.0,1.0
2916285,23.10.2015,33,6,1583,3926.27272727,11.0
1837560,24.07.2014,18,57,19783,699.0,1.0
2638799,08.05.2015,28,25,21364,479.0,1.0
2457371,15.02.2015,25,5,7070,349.0,1.0
1488542,03.03.2014,14,25,10800,699.0,1.0
2445686,25.02.2015,25,53,16156,1299.0,1.0
1159500,26.12.2013,11,28,6474,399.0,2.0
1552775,17.04.2014,15,55,9123,50.0,1.0
1437442,20.02.2014,13,47,8950,69.0,1.0
1103859,21.11.2013,10,56,21880,149.0,1.0
619723,01.06.2013,5,50,11608,199.0,1.0
948460,30.10.2013,9,5,20949,5.0,1.0
1050394,05.11.2013,10,31,3851,899.0,2.0
2014765,18.09.2014,20,58,8061,899.0,1.0
1802406,05.07.2014,18,31,373,249.0,1.0
1436872,19.02.2014,13,43,7968,1049.0,1.0
815279,10.08.2013,7,25,16750,399.0,1.0
1475844,29.03.2014,14,57,6466,699.0,1.0
1103511,08.11.2013,10,57,109,199.0,1.0
937550,29.10.2013,9,37,21373,1599.0,1.0
1489719,03.03.2014,14,25,16189,249.0,1.0
591138,08.06.2013,5,19,5821,599.0,1.0
745641,23.08.2013,7,41,14493,248.0,1.0
1103735,07.11.2013,10,56,20388,1799.0,1.0
2342156,29.01.2015,24,25,9206,1799.0,1.0
664451,28.07.2013,6,10,4445,170.0,1.0
796481,27.08.2013,7,17,14249,199.0,1.0
1186446,22.12.2013,11,22,1398,599.0,1.0
918066,18.09.2013,8,57,19653,299.0,1.0
1371677,08.02.2014,13,28,15519,299.0,1.0
782692,21.08.2013,7,31,6488,361.91,3.0
2262549,06.12.2014,23,7,3462,2999.0,1.0
2623481,02.05.2015,28,14,7213,1199.0,1.0
448223,24.05.2013,4,30,1800,274.0,1.0
211193,13.02.2013,1,25,6700,1799.0,1.0
1274012,05.01.2014,12,53,1830,599.0,2.0
1499444,01.03.2014,14,19,11896,549.0,1.0
1035472,03.11.2013,10,26,2808,999.0,1.0
732675,27.08.2013,7,57,21448,199.0,1.0
609772,11.06.2013,5,58,3313,799.0,1.0
2420924,22.02.2015,25,33,3833,544.95,1.0
1852523,20.07.2014,18,28,13057,499.0,1.0
1855375,15.07.2014,18,28,1941,1118.7,1.0
2351789,08.01.2015,24,25,2574,399.0,1.0
437638,07.04.2013,3,44,11711,299.0,1.0
1364830,11.01.2014,12,24,1857,2599.0,1.0
2577020,24.04.2015,27,56,14710,399.0,1.0
2823057,04.08.2015,31,31,3073,3499.0,1.0
1268938,05.01.2014,12,54,4769,314.0,1.0
2186724,16.11.2014,22,42,16787,1599.0,1.0
2559871,09.04.2015,27,31,19817,499.0,1.0
1516067,16.03.2014,14,29,7003,699.0,2.0
2337721,10.01.2015,24,10,10099,175.58,1.0
2447362,20.02.2015,25,18,2445,342.35,1.0
2186848,19.11.2014,22,43,1569,2999.0,5.0
1658085,24.05.2014,16,19,3932,1799.0,1.0
1341966,17.01.2014,12,4,6488,699.0,1.0
1811119,30.07.2014,18,53,3851,899.0,1.0
2090911,26.10.2014,21,38,12135,299.0,1.0
411408,05.04.2013,3,56,13999,149.0,1.0
561765,07.06.2013,5,35,7820,2290.0,1.0
429743,13.04.2013,3,42,11065,199.0,1.0
2612298,02.05.2015,28,16,18050,299.0,1.0
250520,29.03.2013,2,31,18861,198.0,1.0
2276767,28.12.2014,23,2,7901,8798.0,1.0
181513,02.02.2013,1,0,5380,2858.0,1.0
487163,09.05.2013,4,53,11496,399.0,2.0
1494501,20.03.2014,14,25,20353,949.0,2.0
676096,29.07.2013,6,6,4164,999.0,1.0
1208397,21.12.2013,11,50,4240,1499.0,1.0
1704284,08.05.2014,16,42,14451,249.0,1.0
1386695,11.02.2014,13,29,20949,5.0,2.0
405867,04.04.2013,3,58,17762,149.0,1.0
2371686,08.01.2015,24,31,5380,3490.0,1.0
2716359,08.06.2015,29,58,8528,850.0,1.0
2198774,02.12.2014,23,42,21445,99.0,1.0
205876,28.02.2013,1,26,10900,199.0,1.0
2685764,15.06.2015,29,19,948,499.0,1.0
1340345,08.01.2014,12,2,21487,949.0,1.0
758960,26.08.2013,7,43,14320,149.0,1.0
116588,16.02.2013,1,50,10917,199.0,1.0
1628397,17.05.2014,16,27,1441,500.0,1.0
1123082,10.11.2013,10,50,13786,399.0,1.0
1068171,04.11.2013,10,2,7895,799.0,1.0
19277,06.01.2013,0,28,20237,299.0,2.0
2906295,15.10.2015,33,50,10391,249.0,1.0
1981633,27.09.2014,20,25,11776,149.0,1.0
80922,12.01.2013,0,56,18631,149.0,1.0
501504,16.05.2013,4,57,19597,99.0,1.0
1232385,06.12.2013,11,35,12321,399.0,1.0
123472,23.02.2013,1,42,8107,299.0,1.0
2790520,05.08.2015,31,57,11159,399.0,2.0
779674,14.08.2013,7,38,3689,899.0,1.0
1463705,09.03.2014,14,52,14612,179.0,1.0
261312,20.03.2013,2,57,2104,399.0,1.0
1117681,15.11.2013,10,52,22088,79.0,2.0
2856003,09.09.2015,32,16,4249,925.8,1.0
380547,01.04.2013,3,19,14380,149.0,1.0
1925847,16.08.2014,19,4,12360,299.0,1.0
2264170,22.12.2014,23,12,5223,799.0,1.0
1742412,22.06.2014,17,15,6675,22990.0,1.0
46228,20.01.2013,0,16,7169,849.5,1.0
1955039,30.09.2014,20,5,14228,99.0,1.0
1100714,19.11.2013,10,58,19366,399.0,1.0
2557065,08.04.2015,27,28,2416,699.0,1.0
878454,02.09.2013,8,14,20045,199.0,1.0
283290,08.03.2013,2,16,20311,399.0,1.0
1214501,27.12.2013,11,58,996,69.0,1.0
292577,09.03.2013,2,6,22021,999.0,2.0
1495571,19.03.2014,14,26,5672,2890.0,2.0
897626,23.09.2013,8,37,4228,899.0,1.0
1682341,03.05.2014,16,56,1421,209.0,1.0
2607135,02.04.2015,27,18,19118,699.0,1.0
1492327,03.03.2014,14,27,1673,399.0,1.0
208944,21.02.2013,1,25,10578,299.0,1.0
1603152,11.04.2014,15,45,6675,22990.0,1.0
2632264,26.05.2015,28,37,1877,1799.0,1.0
1775263,08.06.2014,17,31,11570,399.0,2.0
265886,26.03.2013,2,43,8859,199.0,1.0
2325648,27.01.2015,24,15,20949,5.0,1.0
266425,09.03.2013,2,50,1002,99.0,1.0
1031254,22.11.2013,10,28,3817,1549.0,1.0
1344524,21.01.2014,12,10,3676,626.0,1.0
1984652,07.09.2014,20,26,21404,149.0,1.0
18189,02.01.2013,0,28,4886,898.5,1.0
929937,19.09.2013,8,56,3734,2599.0,7.0
2540467,29.03.2015,26,28,4872,1199.0,2.0
2499167,07.03.2015,26,37,2140,299.0,1.0
2287845,04.12.2014,23,3,482,3300.0,1.0
1799255,25.07.2014,18,31,2753,299.0,1.0
274329,23.03.2013,2,52,4829,3999.0,1.0
1500411,17.03.2014,14,24,7018,1199.0,2.0
1189569,28.12.2013,11,5,16286,149.0,10.0
1922347,18.08.2014,19,5,6497,499.5,1.0
2345237,13.01.2015,24,27,9414,299.0,1.0
10545,02.01.2013,0,19,9506,749.0,1.0
754140,27.08.2013,7,51,18206,161.0,1.0
266130,27.03.2013,2,43,17717,99.0,1.0
388950,15.04.2013,3,52,3328,1999.0,1.0
614997,01.06.2013,5,58,972,299.0,1.0
2046828,02.10.2014,21,9,11536,699.0,2.0
1075038,29.11.2013,10,21,4231,2799.0,10.0
2011111,06.09.2014,20,6,14087,399.0,1.0
2565794,06.04.2015,27,21,22091,179.0,1.0
2262209,02.12.2014,23,7,3342,2999.0,1.0
1147179,11.12.2013,11,31,1812,2299.0,1.0
1806515,10.07.2014,18,31,11977,199.0,1.0
694563,12.07.2013,6,56,14535,98.0,1.0
2057586,12.10.2014,21,19,3734,2799.0,1.0
1747282,27.06.2014,17,54,4395,2999.0,1.0
1191176,30.12.2013,11,5,13677,299.0,1.0
1488407,15.03.2014,14,25,14054,399.0,1.0
1402670,24.02.2014,13,3,16902,149.0,1.0
2589333,19.04.2015,27,46,14710,399.0,1.0
112561,16.01.2013,0,45,2960,449.0,1.0
817746,09.08.2013,7,28,2833,299.5,1.0
2426310,08.02.2015,25,41,14500,199.0,1.0
918749,07.09.2013,8,57,18186,299.0,1.0
195358,07.02.2013,1,41,4266,479.48,1.0
2482311,04.02.2015,25,25,19162,749.0,1.0
1073440,16.11.2013,10,24,4178,1590.0,1.0
1386391,16.02.2014,13,31,19091,199.0,1.0
2082835,05.10.2014,21,54,11391,899.0,1.0
2841801,08.09.2015,32,44,20608,1998.4,1.0
892849,29.09.2013,8,31,8729,249.0,1.0
243705,30.03.2013,2,31,3702,419.3,1.0
439702,14.04.2013,3,38,19702,399.0,1.0
2753064,03.07.2015,30,52,4706,299.0,1.0
1037875,30.11.2013,10,25,14931,699.0,1.0
569400,14.06.2013,5,16,21440,398.9,1.0
2896546,30.10.2015,33,55,9126,50.0,1.0
1286179,03.01.2014,12,56,4240,1499.0,1.0
820603,19.08.2013,7,6,4906,1499.0,1.0
2686136,30.06.2015,29,19,4907,1999.0,1.0
2113340,25.11.2014,22,35,17104,399.0,1.0
518400,04.05.2013,4,16,9362,299.0,1.0
337658,12.03.2013,2,58,1871,299.0,1.0
1116991,11.11.2013,10,51,3626,170.0,1.0
1400743,24.02.2014,13,5,3077,799.0,1.0
521161,13.05.2013,4,43,9919,149.0,1.0
2009488,25.09.2014,20,7,14066,99.0,1.0
1388020,23.02.2014,13,30,2754,810.25,1.0
20510,08.01.2013,0,29,5627,2390.0,1.0
2330510,07.01.2015,24,16,6888,299.0,1.0
2316082,11.12.2014,23,25,13746,699.0,1.0
1454793,18.02.2014,13,57,10767,499.0,1.0
609393,09.06.2013,5,58,4163,1590.0,2.0
126185,13.02.2013,1,43,1362,98.0,1.0
1262326,08.12.2013,11,44,14661,199.0,1.0
712291,23.07.2013,6,46,5261,799.0,1.0
1483646,17.03.2014,14,54,5820,2099.0,1.0
1690961,28.05.2014,16,40,9532,399.0,1.0
2237472,27.12.2014,23,31,21404,149.0,2.0
404533,28.04.2013,3,59,11496,399.0,1.0
2590166,11.04.2015,27,46,2035,3499.0,1.0
2245755,29.12.2014,23,41,1858,1499.0,1.0
2925055,03.10.2015,33,26,5823,2799.0,3.0
1644206,16.05.2014,16,28,4351,399.0,1.0
465035,03.05.2013,4,44,2808,999.0,1.0
2890730,29.10.2015,33,31,13223,849.0,1.0
2814505,26.08.2015,31,7,5821,1099.0,1.0
2531393,28.03.2015,26,3,22088,119.0,2.0
2379586,30.01.2015,24,31,16032,499.0,1.0
2158731,22.11.2014,22,6,14351,148.0,1.0
926411,21.09.2013,8,54,16169,299.0,3.0
2059902,26.10.2014,21,21,10500,749.0,1.0
2776599,06.08.2015,31,44,18456,229.0,1.0
1620915,12.04.2014,15,35,4635,799.0,1.0
2531955,03.03.2015,26,12,12206,2499.0,1.0
2664057,17.05.2015,28,42,7350,349.0,1.0
1709720,02.06.2014,17,27,14227,99.0,1.0
353173,08.04.2013,3,21,8849,299.0,1.0
2133635,23.11.2014,22,57,4873,999.0,1.0
1216519,28.12.2013,11,57,16787,2599.0,2.0
458703,08.05.2013,4,26,2731,599.0,1.0
1249874,26.12.2013,11,42,16020,349.0,1.0
424928,28.04.2013,3,30,19536,399.0,2.0
2158882,29.11.2014,22,6,19438,2699.0,1.0
2059779,31.10.2014,21,21,10989,349.0,1.0
1149511,21.12.2013,11,30,4249,1199.0,1.0
2452673,20.02.2015,25,21,9513,99.0,1.0
2333743,12.01.2015,24,6,2574,399.0,1.0
1700916,10.05.2014,16,47,12445,599.0,1.0
1456526,14.02.2014,13,57,12919,149.0,1.0
1334606,07.01.2014,12,18,6466,349.5,2.0
338762,26.03.2013,2,57,18847,299.0,1.0
1331490,14.01.2014,12,10,8528,611.0,1.0
986636,19.10.2013,9,25,11655,1999.0,1.0
87289,01.01.2013,0,54,10650,850.0,1.0
1263226,25.12.2013,11,46,16787,2599.0,1.0
1150834,28.12.2013,11,30,12135,299.0,1.0
14345,27.01.2013,0,21,18309,199.0,1.0
1658515,10.05.2014,16,19,2047,549.0,1.0
1612568,25.04.2014,15,30,14390,149.0,1.0
2037948,04.10.2014,21,25,2816,2199.0,2.0
2780162,02.08.2015,31,42,9405,299.0,1.0
767909,31.08.2013,7,54,8785,69.0,1.0
2046279,29.10.2014,21,7,10512,999.0,1.0
2102395,15.10.2014,21,45,6687,399.0,1.0
1188314,12.12.2013,11,4,3076,799.0,1.0
557669,11.06.2013,5,31,12990,199.0,1.0
1647109,24.05.2014,16,7,12361,149.0,1.0
2557322,18.04.2015,27,27,16549,199.0,1.0
1684437,15.05.2014,16,57,4231,2799.0,1.0
2718869,13.06.2015,29,57,1743,349.0,1.0
528537,20.05.2013,4,7,4251,199.0,1.0
2120791,21.11.2014,22,31,11922,549.0,1.0
1253608,08.12.2013,11,42,7213,899.0,1.0
1673935,26.05.2014,16,49,7802,299.0,1.0
1574677,16.04.2014,15,28,9012,399.0,1.0
2430975,21.02.2015,25,57,11799,149.0,1.0
956947,27.10.2013,9,55,4788,599.0,1.0
871732,27.09.2013,8,7,3007,1790.0,1.0
798547,18.08.2013,7,16,7895,899.0,1.0
2531951,10.03.2015,26,12,11952,699.0,1.0
2432848,25.02.2015,25,56,8509,249.0,1.0
733794,17.08.2013,7,58,2931,99.0,1.0
2480060,25.02.2015,25,27,5815,950.68,1.0
376341,16.04.2013,3,19,4668,299.0,1.0
2746197,06.07.2015,30,58,2959,899.0,1.0
231312,27.03.2013,2,46,10423,1199.0,1.0
2908261,14.10.2015,33,15,10207,1199.0,1.0
1273424,02.01.2014,12,52,4248,1499.0,1.0
891987,06.09.2013,8,31,12370,149.0,1.0
2128004,16.11.2014,22,54,6766,549.0,1.0
475867,07.05.2013,4,31,12327,299.0,1.0
1447224,23.02.2014,13,41,6675,18990.0,1.0
2748390,11.07.2015,30,50,949,299.0,1.0
2300274,19.12.2014,23,55,13099,500.0,1.0
1228033,23.12.2013,11,57,5663,2599.0,1.0
2197238,28.12.2014,23,47,3365,799.0,1.0
678717,20.07.2013,6,19,15063,449.0,1.0
2638782,23.05.2015,28,25,21367,699.0,1.0
1231193,14.12.2013,11,57,3476,799.0,1.0
1458504,11.03.2014,14,51,6911,483.0,1.0
2735772,30.07.2015,30,42,18043,299.0,1.0
2780149,07.08.2015,31,42,9414,299.0,1.0
1284571,11.01.2014,12,56,6111,208.0,1.0
1591804,03.04.2014,15,13,18896,67.0,1.0
1717486,07.06.2014,17,30,16014,349.0,1.0
1986959,19.09.2014,20,22,12840,149.0,1.0
1589927,06.04.2014,15,19,4628,299.0,1.0
142597,19.02.2013,1,16,17706,419.0,1.0
978204,24.10.2013,9,52,2703,599.0,1.0
1001521,19.10.2013,9,57,6093,199.0,1.0
1189148,14.12.2013,11,4,4906,1499.0,1.0
1564039,21.04.2014,15,57,11811,1599.0,1.0
758649,30.08.2013,7,50,2304,1999.0,1.0
1798829,09.07.2014,18,31,1850,0.5,1.0
969484,07.10.2013,9,50,3713,1198.7,1.0
1627468,15.05.2014,16,26,19660,399.0,1.0
1030333,10.11.2013,10,28,60,249.0,1.0
2640675,25.05.2015,28,28,16037,299.0,1.0
2145257,21.11.2014,22,14,20404,2399.0,1.0
1590014,11.04.2014,15,19,4471,2599.0,1.0
373527,14.04.2013,3,7,4810,1199.0,1.0
2438635,13.02.2015,25,52,16002,1299.0,1.0
2076669,27.10.2014,21,50,7894,1690.0,1.0
2919142,23.10.2015,33,12,1583,3865.66666667,3.0
1573882,19.04.2014,15,27,7048,1819.0,1.0
403341,15.04.2013,3,59,4100,399.0,1.0
258089,27.03.2013,2,56,17213,149.0,1.0
44394,04.01.2013,0,1,3686,734.0,1.0
1530797,01.03.2014,14,39,7736,299.0,2.0
481032,31.05.2013,4,32,12860,99.0,1.0
2058018,03.10.2014,21,19,3341,2599.0,3.0
1700883,18.05.2014,16,47,11570,399.0,1.0
1517679,15.03.2014,14,28,8482,349.0,1.0
1763075,22.06.2014,17,55,13342,150.0,1.0
2698702,26.06.2015,29,12,15112,159.0,1.0
2707645,23.06.2015,29,6,2626,299.0,-1.0
766920,19.08.2013,7,54,4828,1043.85,1.0
2231043,22.12.2014,23,31,6768,1399.5,1.0
466632,03.05.2013,4,37,3285,399.0,1.0
1355876,25.01.2014,12,26,16983,399.0,1.0
147462,02.02.2013,1,14,7894,1490.0,1.0
302553,12.03.2013,2,12,11370,1500.0,1.0
1227747,29.12.2013,11,57,8666,149.0,1.0
732187,25.07.2013,6,47,8093,1399.0,1.0
2596362,10.04.2015,27,42,6436,999.0,1.0
2697242,12.06.2015,29,27,1523,799.0,1.0
2323232,31.12.2014,23,25,6675,24990.0,4.0
1648446,12.05.2014,16,6,21851,149.0,1.0
2717613,08.06.2015,29,56,5243,599.0,1.0
750934,01.08.2013,7,44,18451,199.0,1.0
145328,01.02.2013,1,18,16624,499.0,2.0
963081,19.10.2013,9,30,21634,149.0,1.0
595344,05.06.2013,5,18,11030,99.0,1.0
333293,01.03.2013,2,58,3686,899.0,1.0
180333,23.02.2013,1,1,2494,183.0,1.0
1560030,26.04.2014,15,58,21759,299.0,1.0
2913290,31.10.2015,33,18,2868,698.7,1.0
2722421,11.07.2015,30,59,4736,28.0,1.0
295034,16.03.2013,2,6,4688,1499.0,1.0
2225314,31.12.2014,23,31,13639,949.0,1.0
2839595,20.09.2015,32,38,3558,3599.0,1.0
2116713,21.11.2014,22,30,5820,2499.0,1.0
2858501,11.09.2015,32,19,15068,299.0,1.0
237729,22.03.2013,2,45,14160,2199.0,1.0
1463897,12.03.2014,14,53,1857,2599.0,1.0
2735716,14.07.2015,30,42,17565,399.0,1.0
2420607,24.02.2015,25,42,19816,639.0,1.0
389799,11.04.2013,3,54,6998,549.0,3.0
1891856,02.08.2014,19,56,1016,299.0,1.0
212195,28.02.2013,1,25,21861,149.0,1.0
2896272,27.10.2015,33,57,3352,2999.0,1.0
109586,25.01.2013,0,46,18545,149.0,1.0
2903077,31.10.2015,33,47,6676,24392.0,1.0
1864581,29.07.2014,18,25,11809,199.0,1.0
1160154,30.12.2013,11,7,12933,149.0,1.0
583126,08.06.2013,5,25,12645,149.0,1.0
999587,01.10.2013,9,18,2808,999.0,1.0
889436,10.09.2013,8,31,5272,299.0,3.0
401064,28.04.2013,3,57,21427,99.0,2.0
2818682,13.08.2015,31,28,22073,99.0,1.0
2429983,17.02.2015,25,57,3076,1199.0,1.0
1607227,25.04.2014,15,52,464,299.0,1.0
2138490,11.11.2014,22,54,15544,399.0,1.0
1003409,08.10.2013,9,57,3732,2599.0,7.0
1757811,08.06.2014,17,57,16954,299.0,1.0
163639,24.02.2013,1,3,18539,199.0,1.0
2547625,16.03.2015,26,25,3708,899.0,1.0
412691,15.04.2013,3,56,19924,999.0,1.0
678572,30.07.2013,6,22,491,600.0,1.0
2471728,14.02.2015,25,31,13460,1099.0,1.0
1939981,22.08.2014,19,31,10718,149.0,2.0
2236552,13.12.2014,23,37,2293,999.0,1.0
493695,02.05.2013,4,50,14039,149.0,1.0
40198,18.01.2013,0,0,2308,578.0,1.0
2789190,18.08.2015,31,57,14711,699.0,1.0
1280965,06.01.2014,12,57,18988,149.0,1.0
143502,27.02.2013,1,18,1249,299.0,1.0
75941,10.01.2013,0,54,17067,1699.0,1.0
1569007,16.04.2014,15,22,17750,3490.0,1.0
2500128,28.03.2015,26,35,15786,599.0,1.0
2439838,19.02.2015,25,53,14848,330.0,1.0
382239,06.04.2013,3,15,18164,349.0,1.0
2708327,02.06.2015,29,6,4885,1799.0,1.0
780826,27.08.2013,7,37,7341,299.0,1.0
1345962,07.01.2014,12,6,2524,299.0,1.0
713127,16.07.2013,6,46,11981,149.0,1.0
823518,13.08.2013,7,7,1517,199.0,1.0
70495,28.01.2013,0,35,3186,299.5,1.0
671986,12.07.2013,6,4,2848,99.0,1.0
122506,06.02.2013,1,42,2751,1999.0,3.0
923537,01.09.2013,8,58,6122,749.5,1.0
1127509,07.12.2013,11,25,11452,149.0,1.0
1323463,10.01.2014,12,46,12361,99.0,2.0
1297163,13.01.2014,12,31,15363,419.0,3.0
1063575,02.11.2013,10,14,3665,298.0,1.0
241729,15.03.2013,2,31,2919,899.0,1.0
