,date,store,item,sales
227283,2015-05-10,5,13,105
227284,2015-05-11,5,13,60
227285,2015-05-12,5,13,67
227286,2015-05-13,5,13,63
227287,2015-05-14,5,13,77
227288,2015-05-15,5,13,83
227289,2015-05-16,5,13,80
227290,2015-05-17,5,13,85
227291,2015-05-18,5,13,46
227292,2015-05-19,5,13,73
227293,2015-05-20,5,13,80
227294,2015-05-21,5,13,59
227295,2015-05-22,5,13,75
227296,2015-05-23,5,13,91
227297,2015-05-24,5,13,84
227298,2015-05-25,5,13,71
227299,2015-05-26,5,13,64
227300,2015-05-27,5,13,59
227301,2015-05-28,5,13,59
227302,2015-05-29,5,13,74
227303,2015-05-30,5,13,69
227304,2015-05-31,5,13,81
227305,2015-06-01,5,13,56
227306,2015-06-02,5,13,60
227307,2015-06-03,5,13,75
227308,2015-06-04,5,13,97
227309,2015-06-05,5,13,76
227310,2015-06-06,5,13,78
227311,2015-06-07,5,13,91
227312,2015-06-08,5,13,54
227313,2015-06-09,5,13,80
227314,2015-06-10,5,13,64
227315,2015-06-11,5,13,82
227316,2015-06-12,5,13,68
227317,2015-06-13,5,13,104
227318,2015-06-14,5,13,85
227319,2015-06-15,5,13,61
227320,2015-06-16,5,13,70
227321,2015-06-17,5,13,68
227322,2015-06-18,5,13,74
227323,2015-06-19,5,13,77
227324,2015-06-20,5,13,81
227325,2015-06-21,5,13,104
227326,2015-06-22,5,13,83
227327,2015-06-23,5,13,71
227328,2015-06-24,5,13,62
227329,2015-06-25,5,13,78
227330,2015-06-26,5,13,97
227331,2015-06-27,5,13,84
227332,2015-06-28,5,13,104
227333,2015-06-29,5,13,58
227334,2015-06-30,5,13,78
227335,2015-07-01,5,13,69
227336,2015-07-02,5,13,80
227337,2015-07-03,5,13,82
227338,2015-07-04,5,13,109
227339,2015-07-05,5,13,107
227340,2015-07-06,5,13,65
227341,2015-07-07,5,13,86
227342,2015-07-08,5,13,88
227343,2015-07-09,5,13,63
227344,2015-07-10,5,13,101
227345,2015-07-11,5,13,89
227346,2015-07-12,5,13,111
227347,2015-07-13,5,13,71
227348,2015-07-14,5,13,76
227349,2015-07-15,5,13,77
227350,2015-07-16,5,13,88
227351,2015-07-17,5,13,80
227352,2015-07-18,5,13,83
227353,2015-07-19,5,13,96
227354,2015-07-20,5,13,54
227355,2015-07-21,5,13,78
227356,2015-07-22,5,13,75
227357,2015-07-23,5,13,80
227358,2015-07-24,5,13,79
227359,2015-07-25,5,13,90
227360,2015-07-26,5,13,106
227361,2015-07-27,5,13,69
227362,2015-07-28,5,13,85
227363,2015-07-29,5,13,94
227364,2015-07-30,5,13,86
227365,2015-07-31,5,13,99
227366,2015-08-01,5,13,64
227367,2015-08-02,5,13,93
227368,2015-08-03,5,13,73
227369,2015-08-04,5,13,69
227370,2015-08-05,5,13,51
227371,2015-08-06,5,13,72
227372,2015-08-07,5,13,73
227373,2015-08-08,5,13,96
227374,2015-08-09,5,13,95
227375,2015-08-10,5,13,49
227376,2015-08-11,5,13,64
227377,2015-08-12,5,13,67
227378,2015-08-13,5,13,67
227379,2015-08-14,5,13,62
227380,2015-08-15,5,13,59
227381,2015-08-16,5,13,91
227382,2015-08-17,5,13,62
227383,2015-08-18,5,13,78
227384,2015-08-19,5,13,67
227385,2015-08-20,5,13,61
227386,2015-08-21,5,13,78
227387,2015-08-22,5,13,84
227388,2015-08-23,5,13,82
227389,2015-08-24,5,13,58
227390,2015-08-25,5,13,77
227391,2015-08-26,5,13,70
227392,2015-08-27,5,13,82
227393,2015-08-28,5,13,66
227394,2015-08-29,5,13,84
227395,2015-08-30,5,13,93
227396,2015-08-31,5,13,56
227397,2015-09-01,5,13,55
227398,2015-09-02,5,13,59
227399,2015-09-03,5,13,88
227400,2015-09-04,5,13,68
227401,2015-09-05,5,13,78
227402,2015-09-06,5,13,73
227403,2015-09-07,5,13,53
227404,2015-09-08,5,13,69
227405,2015-09-09,5,13,70
227406,2015-09-10,5,13,82
227407,2015-09-11,5,13,78
227408,2015-09-12,5,13,62
227409,2015-09-13,5,13,76
227410,2015-09-14,5,13,46
227411,2015-09-15,5,13,68
227412,2015-09-16,5,13,67
227413,2015-09-17,5,13,49
227414,2015-09-18,5,13,65
227415,2015-09-19,5,13,70
227416,2015-09-20,5,13,84
227417,2015-09-21,5,13,54
227418,2015-09-22,5,13,61
227419,2015-09-23,5,13,70
227420,2015-09-24,5,13,89
227421,2015-09-25,5,13,68
227422,2015-09-26,5,13,78
227423,2015-09-27,5,13,86
227424,2015-09-28,5,13,43
227425,2015-09-29,5,13,78
227426,2015-09-30,5,13,57
227427,2015-10-01,5,13,56
227428,2015-10-02,5,13,58
227429,2015-10-03,5,13,59
227430,2015-10-04,5,13,74
227431,2015-10-05,5,13,55
227432,2015-10-06,5,13,59
227433,2015-10-07,5,13,53
227434,2015-10-08,5,13,58
227435,2015-10-09,5,13,63
227436,2015-10-10,5,13,71
227437,2015-10-11,5,13,75
227438,2015-10-12,5,13,40
227439,2015-10-13,5,13,62
227440,2015-10-14,5,13,62
227441,2015-10-15,5,13,61
227442,2015-10-16,5,13,62
227443,2015-10-17,5,13,68
227444,2015-10-18,5,13,71
227445,2015-10-19,5,13,44
227446,2015-10-20,5,13,76
227447,2015-10-21,5,13,52
227448,2015-10-22,5,13,71
227449,2015-10-23,5,13,57
227450,2015-10-24,5,13,74
227451,2015-10-25,5,13,89
227452,2015-10-26,5,13,55
227453,2015-10-27,5,13,62
227454,2015-10-28,5,13,72
227455,2015-10-29,5,13,65
227456,2015-10-30,5,13,85
227457,2015-10-31,5,13,76
227458,2015-11-01,5,13,70
227459,2015-11-02,5,13,69
227460,2015-11-03,5,13,72
227461,2015-11-04,5,13,55
227462,2015-11-05,5,13,57
227463,2015-11-06,5,13,76
227464,2015-11-07,5,13,72
227465,2015-11-08,5,13,94
227466,2015-11-09,5,13,60
227467,2015-11-10,5,13,70
227468,2015-11-11,5,13,59
227469,2015-11-12,5,13,71
227470,2015-11-13,5,13,71
227471,2015-11-14,5,13,89
227472,2015-11-15,5,13,73
227473,2015-11-16,5,13,50
227474,2015-11-17,5,13,77
227475,2015-11-18,5,13,60
227476,2015-11-19,5,13,81
227477,2015-11-20,5,13,75
227478,2015-11-21,5,13,74
227479,2015-11-22,5,13,75
227480,2015-11-23,5,13,55
227481,2015-11-24,5,13,66
227482,2015-11-25,5,13,61
227483,2015-11-26,5,13,85
227484,2015-11-27,5,13,64
227485,2015-11-28,5,13,94
227486,2015-11-29,5,13,98
227487,2015-11-30,5,13,59
227488,2015-12-01,5,13,43
227489,2015-12-02,5,13,50
227490,2015-12-03,5,13,49
227491,2015-12-04,5,13,50
227492,2015-12-05,5,13,54
227493,2015-12-06,5,13,50
227494,2015-12-07,5,13,41
227495,2015-12-08,5,13,58
227496,2015-12-09,5,13,53
227497,2015-12-10,5,13,65
227498,2015-12-11,5,13,47
227499,2015-12-12,5,13,42
227500,2015-12-13,5,13,59
227501,2015-12-14,5,13,36
227502,2015-12-15,5,13,32
227503,2015-12-16,5,13,34
227504,2015-12-17,5,13,44
227505,2015-12-18,5,13,42
227506,2015-12-19,5,13,54
227507,2015-12-20,5,13,62
227508,2015-12-21,5,13,37
227509,2015-12-22,5,13,37
227510,2015-12-23,5,13,39
227511,2015-12-24,5,13,56
227512,2015-12-25,5,13,57
227513,2015-12-26,5,13,59
227514,2015-12-27,5,13,47
227515,2015-12-28,5,13,38
227516,2015-12-29,5,13,41
227517,2015-12-30,5,13,42
227518,2015-12-31,5,13,54
227519,2016-01-01,5,13,57
227520,2016-01-02,5,13,58
227521,2016-01-03,5,13,56
227522,2016-01-04,5,13,50
227523,2016-01-05,5,13,34
227524,2016-01-06,5,13,47
227525,2016-01-07,5,13,49
227526,2016-01-08,5,13,43
227527,2016-01-09,5,13,50
227528,2016-01-10,5,13,59
227529,2016-01-11,5,13,36
227530,2016-01-12,5,13,52
227531,2016-01-13,5,13,50
227532,2016-01-14,5,13,59
227533,2016-01-15,5,13,39
227534,2016-01-16,5,13,64
227535,2016-01-17,5,13,53
227536,2016-01-18,5,13,37
227537,2016-01-19,5,13,39
227538,2016-01-20,5,13,39
227539,2016-01-21,5,13,57
227540,2016-01-22,5,13,53
227541,2016-01-23,5,13,52
227542,2016-01-24,5,13,48
227543,2016-01-25,5,13,43
227544,2016-01-26,5,13,41
227545,2016-01-27,5,13,35
227546,2016-01-28,5,13,50
227547,2016-01-29,5,13,53
227548,2016-01-30,5,13,46
227549,2016-01-31,5,13,63
227550,2016-02-01,5,13,53
227551,2016-02-02,5,13,41
227552,2016-02-03,5,13,53
227553,2016-02-04,5,13,58
227554,2016-02-05,5,13,43
227555,2016-02-06,5,13,55
227556,2016-02-07,5,13,65
227557,2016-02-08,5,13,50
227558,2016-02-09,5,13,55
227559,2016-02-10,5,13,38
227560,2016-02-11,5,13,49
227561,2016-02-12,5,13,58
227562,2016-02-13,5,13,49
227563,2016-02-14,5,13,57
227564,2016-02-15,5,13,32
227565,2016-02-16,5,13,51
227566,2016-02-17,5,13,71
227567,2016-02-18,5,13,57
227568,2016-02-19,5,13,55
227569,2016-02-20,5,13,77
227570,2016-02-21,5,13,69
227571,2016-02-22,5,13,37
227572,2016-02-23,5,13,50
227573,2016-02-24,5,13,50
227574,2016-02-25,5,13,63
227575,2016-02-26,5,13,55
227576,2016-02-27,5,13,63
227577,2016-02-28,5,13,64
227578,2016-02-29,5,13,52
227579,2016-03-01,5,13,58
227580,2016-03-02,5,13,58
227581,2016-03-03,5,13,81
227582,2016-03-04,5,13,61
227583,2016-03-05,5,13,59
227584,2016-03-06,5,13,75
227585,2016-03-07,5,13,42
227586,2016-03-08,5,13,63
227587,2016-03-09,5,13,54
227588,2016-03-10,5,13,70
227589,2016-03-11,5,13,58
227590,2016-03-12,5,13,74
227591,2016-03-13,5,13,72
227592,2016-03-14,5,13,61
227593,2016-03-15,5,13,60
227594,2016-03-16,5,13,62
227595,2016-03-17,5,13,61
227596,2016-03-18,5,13,63
227597,2016-03-19,5,13,77
227598,2016-03-20,5,13,72
227599,2016-03-21,5,13,42
227600,2016-03-22,5,13,55
227601,2016-03-23,5,13,65
227602,2016-03-24,5,13,61
227603,2016-03-25,5,13,72
227604,2016-03-26,5,13,58
227605,2016-03-27,5,13,65
227606,2016-03-28,5,13,52
227607,2016-03-29,5,13,42
227608,2016-03-30,5,13,50
227609,2016-03-31,5,13,74
227610,2016-04-01,5,13,77
227611,2016-04-02,5,13,92
227612,2016-04-03,5,13,96
227613,2016-04-04,5,13,64
227614,2016-04-05,5,13,68
227615,2016-04-06,5,13,65
227616,2016-04-07,5,13,78
227617,2016-04-08,5,13,67
227618,2016-04-09,5,13,74
227619,2016-04-10,5,13,85
227620,2016-04-11,5,13,55
227621,2016-04-12,5,13,74
227622,2016-04-13,5,13,69
227623,2016-04-14,5,13,79
227624,2016-04-15,5,13,75
227625,2016-04-16,5,13,74
227626,2016-04-17,5,13,85
227627,2016-04-18,5,13,53
227628,2016-04-19,5,13,74
227629,2016-04-20,5,13,69
227630,2016-04-21,5,13,69
227631,2016-04-22,5,13,73
227632,2016-04-23,5,13,88
227633,2016-04-24,5,13,88
227634,2016-04-25,5,13,68
227635,2016-04-26,5,13,55
227636,2016-04-27,5,13,74
227637,2016-04-28,5,13,78
227638,2016-04-29,5,13,80
227639,2016-04-30,5,13,73
227640,2016-05-01,5,13,89
227641,2016-05-02,5,13,73
227642,2016-05-03,5,13,59
227643,2016-05-04,5,13,82
227644,2016-05-05,5,13,82
227645,2016-05-06,5,13,79
227646,2016-05-07,5,13,88
227647,2016-05-08,5,13,110
227648,2016-05-09,5,13,51
227649,2016-05-10,5,13,76
227650,2016-05-11,5,13,67
227651,2016-05-12,5,13,82
227652,2016-05-13,5,13,80
227653,2016-05-14,5,13,93
227654,2016-05-15,5,13,84
227655,2016-05-16,5,13,77
227656,2016-05-17,5,13,81
227657,2016-05-18,5,13,83
227658,2016-05-19,5,13,84
227659,2016-05-20,5,13,78
227660,2016-05-21,5,13,91
227661,2016-05-22,5,13,94
227662,2016-05-23,5,13,63
227663,2016-05-24,5,13,74
227664,2016-05-25,5,13,72
227665,2016-05-26,5,13,72
227666,2016-05-27,5,13,95
227667,2016-05-28,5,13,95
227668,2016-05-29,5,13,107
227669,2016-05-30,5,13,63
227670,2016-05-31,5,13,75
227671,2016-06-01,5,13,67
227672,2016-06-02,5,13,103
227673,2016-06-03,5,13,79
227674,2016-06-04,5,13,100
227675,2016-06-05,5,13,111
227676,2016-06-06,5,13,71
227677,2016-06-07,5,13,74
227678,2016-06-08,5,13,80
227679,2016-06-09,5,13,83
227680,2016-06-10,5,13,86
227681,2016-06-11,5,13,100
227682,2016-06-12,5,13,98
227683,2016-06-13,5,13,64
227684,2016-06-14,5,13,73
227685,2016-06-15,5,13,83
227686,2016-06-16,5,13,109
227687,2016-06-17,5,13,103
227688,2016-06-18,5,13,84
227689,2016-06-19,5,13,88
227690,2016-06-20,5,13,74
227691,2016-06-21,5,13,72
227692,2016-06-22,5,13,89
227693,2016-06-23,5,13,80
227694,2016-06-24,5,13,102
227695,2016-06-25,5,13,97
227696,2016-06-26,5,13,98
227697,2016-06-27,5,13,53
227698,2016-06-28,5,13,79
227699,2016-06-29,5,13,88
227700,2016-06-30,5,13,76
227701,2016-07-01,5,13,107
227702,2016-07-02,5,13,98
227703,2016-07-03,5,13,100
227704,2016-07-04,5,13,74
227705,2016-07-05,5,13,97
227706,2016-07-06,5,13,72
227707,2016-07-07,5,13,83
227708,2016-07-08,5,13,74
227709,2016-07-09,5,13,94
227710,2016-07-10,5,13,105
227711,2016-07-11,5,13,73
227712,2016-07-12,5,13,81
227713,2016-07-13,5,13,73
227714,2016-07-14,5,13,93
227715,2016-07-15,5,13,77
227716,2016-07-16,5,13,100
227717,2016-07-17,5,13,94
227718,2016-07-18,5,13,67
227719,2016-07-19,5,13,73
227720,2016-07-20,5,13,80
227721,2016-07-21,5,13,103
227722,2016-07-22,5,13,82
227723,2016-07-23,5,13,116
227724,2016-07-24,5,13,113
227725,2016-07-25,5,13,82
227726,2016-07-26,5,13,71
227727,2016-07-27,5,13,79
227728,2016-07-28,5,13,70
227729,2016-07-29,5,13,95
227730,2016-07-30,5,13,97
227731,2016-07-31,5,13,92
227732,2016-08-01,5,13,57
227733,2016-08-02,5,13,71
227734,2016-08-03,5,13,68
227735,2016-08-04,5,13,92
227736,2016-08-05,5,13,80
227737,2016-08-06,5,13,88
227738,2016-08-07,5,13,84
227739,2016-08-08,5,13,63
227740,2016-08-09,5,13,62
227741,2016-08-10,5,13,74
227742,2016-08-11,5,13,71
227743,2016-08-12,5,13,80
227744,2016-08-13,5,13,91
227745,2016-08-14,5,13,82
227746,2016-08-15,5,13,62
227747,2016-08-16,5,13,81
227748,2016-08-17,5,13,86
227749,2016-08-18,5,13,91
227750,2016-08-19,5,13,80
227751,2016-08-20,5,13,89
227752,2016-08-21,5,13,95
227753,2016-08-22,5,13,55
227754,2016-08-23,5,13,78
227755,2016-08-24,5,13,68
227756,2016-08-25,5,13,86
227757,2016-08-26,5,13,71
227758,2016-08-27,5,13,99
227759,2016-08-28,5,13,97
227760,2016-08-29,5,13,61
227761,2016-08-30,5,13,76
227762,2016-08-31,5,13,70
227763,2016-09-01,5,13,87
227764,2016-09-02,5,13,67
227765,2016-09-03,5,13,70
227766,2016-09-04,5,13,79
227767,2016-09-05,5,13,53
227768,2016-09-06,5,13,72
227769,2016-09-07,5,13,65
227770,2016-09-08,5,13,79
227771,2016-09-09,5,13,81
227772,2016-09-10,5,13,83
227773,2016-09-11,5,13,95
227774,2016-09-12,5,13,59
227775,2016-09-13,5,13,69
227776,2016-09-14,5,13,69
227777,2016-09-15,5,13,79
227778,2016-09-16,5,13,71
227779,2016-09-17,5,13,79
227780,2016-09-18,5,13,85
227781,2016-09-19,5,13,50
227782,2016-09-20,5,13,64
227783,2016-09-21,5,13,55
227784,2016-09-22,5,13,78
227785,2016-09-23,5,13,82
227786,2016-09-24,5,13,91
227787,2016-09-25,5,13,95
227788,2016-09-26,5,13,54
227789,2016-09-27,5,13,62
227790,2016-09-28,5,13,63
227791,2016-09-29,5,13,81
227792,2016-09-30,5,13,76
227793,2016-10-01,5,13,73
227794,2016-10-02,5,13,65
227795,2016-10-03,5,13,57
227796,2016-10-04,5,13,57
227797,2016-10-05,5,13,65
227798,2016-10-06,5,13,90
227799,2016-10-07,5,13,73
227800,2016-10-08,5,13,70
227801,2016-10-09,5,13,83
227802,2016-10-10,5,13,41
227803,2016-10-11,5,13,73
227804,2016-10-12,5,13,69
227805,2016-10-13,5,13,68
227806,2016-10-14,5,13,72
227807,2016-10-15,5,13,70
227808,2016-10-16,5,13,75
227809,2016-10-17,5,13,41
227810,2016-10-18,5,13,67
227811,2016-10-19,5,13,62
227812,2016-10-20,5,13,65
227813,2016-10-21,5,13,65
227814,2016-10-22,5,13,88
227815,2016-10-23,5,13,93
227816,2016-10-24,5,13,56
227817,2016-10-25,5,13,76
227818,2016-10-26,5,13,69
227819,2016-10-27,5,13,63
227820,2016-10-28,5,13,79
227821,2016-10-29,5,13,73
227822,2016-10-30,5,13,81
227823,2016-10-31,5,13,64
227824,2016-11-01,5,13,60
227825,2016-11-02,5,13,89
227826,2016-11-03,5,13,69
227827,2016-11-04,5,13,69
227828,2016-11-05,5,13,104
227829,2016-11-06,5,13,87
227830,2016-11-07,5,13,50
227831,2016-11-08,5,13,74
227832,2016-11-09,5,13,66
227833,2016-11-10,5,13,75
227834,2016-11-11,5,13,80
227835,2016-11-12,5,13,71
227836,2016-11-13,5,13,89
227837,2016-11-14,5,13,64
227838,2016-11-15,5,13,56
227839,2016-11-16,5,13,75
227840,2016-11-17,5,13,67
227841,2016-11-18,5,13,73
227842,2016-11-19,5,13,83
227843,2016-11-20,5,13,84
227844,2016-11-21,5,13,62
227845,2016-11-22,5,13,75
227846,2016-11-23,5,13,71
227847,2016-11-24,5,13,67
227848,2016-11-25,5,13,87
227849,2016-11-26,5,13,92
227850,2016-11-27,5,13,97
227851,2016-11-28,5,13,54
227852,2016-11-29,5,13,73
227853,2016-11-30,5,13,65
227854,2016-12-01,5,13,65
227855,2016-12-02,5,13,53
227856,2016-12-03,5,13,66
227857,2016-12-04,5,13,60
227858,2016-12-05,5,13,40
227859,2016-12-06,5,13,40
227860,2016-12-07,5,13,52
227861,2016-12-08,5,13,48
227862,2016-12-09,5,13,45
227863,2016-12-10,5,13,65
227864,2016-12-11,5,13,65
227865,2016-12-12,5,13,46
227866,2016-12-13,5,13,57
227867,2016-12-14,5,13,43
227868,2016-12-15,5,13,56
227869,2016-12-16,5,13,59
227870,2016-12-17,5,13,54
227871,2016-12-18,5,13,51
227872,2016-12-19,5,13,45
227873,2016-12-20,5,13,39
227874,2016-12-21,5,13,57
227875,2016-12-22,5,13,53
227876,2016-12-23,5,13,45
227877,2016-12-24,5,13,51
227878,2016-12-25,5,13,67
227879,2016-12-26,5,13,34
227880,2016-12-27,5,13,42
227881,2016-12-28,5,13,52
227882,2016-12-29,5,13,43
227883,2016-12-30,5,13,63
227884,2016-12-31,5,13,58
227885,2017-01-01,5,13,57
227886,2017-01-02,5,13,46
227887,2017-01-03,5,13,40
227888,2017-01-04,5,13,33
227889,2017-01-05,5,13,62
227890,2017-01-06,5,13,49
227891,2017-01-07,5,13,42
227892,2017-01-08,5,13,55
227893,2017-01-09,5,13,39
227894,2017-01-10,5,13,51
227895,2017-01-11,5,13,57
227896,2017-01-12,5,13,49
227897,2017-01-13,5,13,54
227898,2017-01-14,5,13,49
227899,2017-01-15,5,13,66
227900,2017-01-16,5,13,33
227901,2017-01-17,5,13,46
227902,2017-01-18,5,13,51
227903,2017-01-19,5,13,42
227904,2017-01-20,5,13,48
227905,2017-01-21,5,13,56
227906,2017-01-22,5,13,61
227907,2017-01-23,5,13,32
227908,2017-01-24,5,13,35
227909,2017-01-25,5,13,51
227910,2017-01-26,5,13,33
227911,2017-01-27,5,13,48
227912,2017-01-28,5,13,67
227913,2017-01-29,5,13,53
227914,2017-01-30,5,13,43
227915,2017-01-31,5,13,46
227916,2017-02-01,5,13,36
227917,2017-02-02,5,13,55
227918,2017-02-03,5,13,58
227919,2017-02-04,5,13,61
227920,2017-02-05,5,13,71
227921,2017-02-06,5,13,34
227922,2017-02-07,5,13,57
227923,2017-02-08,5,13,57
227924,2017-02-09,5,13,56
227925,2017-02-10,5,13,53
227926,2017-02-11,5,13,55
227927,2017-02-12,5,13,59
227928,2017-02-13,5,13,39
227929,2017-02-14,5,13,55
227930,2017-02-15,5,13,41
227931,2017-02-16,5,13,50
227932,2017-02-17,5,13,49
227933,2017-02-18,5,13,58
227934,2017-02-19,5,13,58
227935,2017-02-20,5,13,59
227936,2017-02-21,5,13,42
227937,2017-02-22,5,13,48
227938,2017-02-23,5,13,41
227939,2017-02-24,5,13,64
227940,2017-02-25,5,13,68
227941,2017-02-26,5,13,68
227942,2017-02-27,5,13,50
227943,2017-02-28,5,13,50
227944,2017-03-01,5,13,59
227945,2017-03-02,5,13,60
227946,2017-03-03,5,13,76
227947,2017-03-04,5,13,74
227948,2017-03-05,5,13,84
227949,2017-03-06,5,13,64
227950,2017-03-07,5,13,75
227951,2017-03-08,5,13,50
227952,2017-03-09,5,13,72
227953,2017-03-10,5,13,74
227954,2017-03-11,5,13,67
227955,2017-03-12,5,13,90
227956,2017-03-13,5,13,43
227957,2017-03-14,5,13,59
227958,2017-03-15,5,13,67
227959,2017-03-16,5,13,67
227960,2017-03-17,5,13,74
227961,2017-03-18,5,13,92
227962,2017-03-19,5,13,80
227963,2017-03-20,5,13,51
227964,2017-03-21,5,13,66
227965,2017-03-22,5,13,61
227966,2017-03-23,5,13,53
227967,2017-03-24,5,13,77
227968,2017-03-25,5,13,75
227969,2017-03-26,5,13,71
227970,2017-03-27,5,13,59
227971,2017-03-28,5,13,56
227972,2017-03-29,5,13,60
227973,2017-03-30,5,13,71
227974,2017-03-31,5,13,71
227975,2017-04-01,5,13,89
227976,2017-04-02,5,13,74
227977,2017-04-03,5,13,62
227978,2017-04-04,5,13,58
227979,2017-04-05,5,13,76
227980,2017-04-06,5,13,73
227981,2017-04-07,5,13,76
227982,2017-04-08,5,13,101
227983,2017-04-09,5,13,96
227984,2017-04-10,5,13,58
227985,2017-04-11,5,13,56
227986,2017-04-12,5,13,79
227987,2017-04-13,5,13,80
227988,2017-04-14,5,13,80
227989,2017-04-15,5,13,72
227990,2017-04-16,5,13,86
227991,2017-04-17,5,13,71
227992,2017-04-18,5,13,63
227993,2017-04-19,5,13,74
227994,2017-04-20,5,13,71
227995,2017-04-21,5,13,83
227996,2017-04-22,5,13,80
227997,2017-04-23,5,13,93
227998,2017-04-24,5,13,53
227999,2017-04-25,5,13,73
228000,2017-04-26,5,13,77
228001,2017-04-27,5,13,83
228002,2017-04-28,5,13,72
228003,2017-04-29,5,13,108
228004,2017-04-30,5,13,78
228005,2017-05-01,5,13,66
228006,2017-05-02,5,13,69
228007,2017-05-03,5,13,76
228008,2017-05-04,5,13,89
228009,2017-05-05,5,13,89
228010,2017-05-06,5,13,103
228011,2017-05-07,5,13,96
228012,2017-05-08,5,13,58
228013,2017-05-09,5,13,82
228014,2017-05-10,5,13,86
228015,2017-05-11,5,13,63
228016,2017-05-12,5,13,88
228017,2017-05-13,5,13,93
228018,2017-05-14,5,13,98
228019,2017-05-15,5,13,77
228020,2017-05-16,5,13,82
228021,2017-05-17,5,13,76
228022,2017-05-18,5,13,76
228023,2017-05-19,5,13,86
228024,2017-05-20,5,13,103
228025,2017-05-21,5,13,96
228026,2017-05-22,5,13,66
228027,2017-05-23,5,13,76
228028,2017-05-24,5,13,69
228029,2017-05-25,5,13,91
228030,2017-05-26,5,13,103
228031,2017-05-27,5,13,99
228032,2017-05-28,5,13,101
228033,2017-05-29,5,13,58
228034,2017-05-30,5,13,83
228035,2017-05-31,5,13,81
228036,2017-06-01,5,13,89
228037,2017-06-02,5,13,89
228038,2017-06-03,5,13,87
228039,2017-06-04,5,13,127
228040,2017-06-05,5,13,62
228041,2017-06-06,5,13,89
228042,2017-06-07,5,13,82
228043,2017-06-08,5,13,75
228044,2017-06-09,5,13,84
228045,2017-06-10,5,13,92
228046,2017-06-11,5,13,111
228047,2017-06-12,5,13,69
228048,2017-06-13,5,13,69
228049,2017-06-14,5,13,85
228050,2017-06-15,5,13,90
228051,2017-06-16,5,13,73
228052,2017-06-17,5,13,98
228053,2017-06-18,5,13,110
228054,2017-06-19,5,13,64
228055,2017-06-20,5,13,90
228056,2017-06-21,5,13,98
228057,2017-06-22,5,13,70
228058,2017-06-23,5,13,109
228059,2017-06-24,5,13,81
228060,2017-06-25,5,13,105
228061,2017-06-26,5,13,70
228062,2017-06-27,5,13,79
228063,2017-06-28,5,13,79
228064,2017-06-29,5,13,85
228065,2017-06-30,5,13,103
228066,2017-07-01,5,13,101
228067,2017-07-02,5,13,121
228068,2017-07-03,5,13,55
228069,2017-07-04,5,13,90
228070,2017-07-05,5,13,76
228071,2017-07-06,5,13,102
228072,2017-07-07,5,13,88
228073,2017-07-08,5,13,82
228074,2017-07-09,5,13,113
228075,2017-07-10,5,13,77
228076,2017-07-11,5,13,66
228077,2017-07-12,5,13,93
228078,2017-07-13,5,13,87
228079,2017-07-14,5,13,122
228080,2017-07-15,5,13,86
228081,2017-07-16,5,13,103
228082,2017-07-17,5,13,78
228083,2017-07-18,5,13,107
228084,2017-07-19,5,13,87
228085,2017-07-20,5,13,92
228086,2017-07-21,5,13,95
228087,2017-07-22,5,13,100
228088,2017-07-23,5,13,106
228089,2017-07-24,5,13,64
228090,2017-07-25,5,13,90
228091,2017-07-26,5,13,94
228092,2017-07-27,5,13,89
228093,2017-07-28,5,13,101
228094,2017-07-29,5,13,103
228095,2017-07-30,5,13,112
228096,2017-07-31,5,13,69
228097,2017-08-01,5,13,62
228098,2017-08-02,5,13,77
228099,2017-08-03,5,13,89
228100,2017-08-04,5,13,81
228101,2017-08-05,5,13,107
228102,2017-08-06,5,13,91
228103,2017-08-07,5,13,71
228104,2017-08-08,5,13,74
228105,2017-08-09,5,13,69
228106,2017-08-10,5,13,69
228107,2017-08-11,5,13,91
228108,2017-08-12,5,13,103
228109,2017-08-13,5,13,85
228110,2017-08-14,5,13,51
228111,2017-08-15,5,13,66
228112,2017-08-16,5,13,85
228113,2017-08-17,5,13,81
228114,2017-08-18,5,13,95
228115,2017-08-19,5,13,98
228116,2017-08-20,5,13,104
228117,2017-08-21,5,13,70
228118,2017-08-22,5,13,70
228119,2017-08-23,5,13,83
228120,2017-08-24,5,13,71
228121,2017-08-25,5,13,81
228122,2017-08-26,5,13,101
228123,2017-08-27,5,13,85
228124,2017-08-28,5,13,72
228125,2017-08-29,5,13,76
228126,2017-08-30,5,13,62
228127,2017-08-31,5,13,86
228128,2017-09-01,5,13,79
228129,2017-09-02,5,13,88
228130,2017-09-03,5,13,104
228131,2017-09-04,5,13,58
228132,2017-09-05,5,13,84
228133,2017-09-06,5,13,67
228134,2017-09-07,5,13,56
228135,2017-09-08,5,13,79
228136,2017-09-09,5,13,86
228137,2017-09-10,5,13,78
228138,2017-09-11,5,13,52
228139,2017-09-12,5,13,72
228140,2017-09-13,5,13,68
228141,2017-09-14,5,13,74
228142,2017-09-15,5,13,75
228143,2017-09-16,5,13,81
228144,2017-09-17,5,13,79
228145,2017-09-18,5,13,56
228146,2017-09-19,5,13,76
228147,2017-09-20,5,13,83
228148,2017-09-21,5,13,74
228149,2017-09-22,5,13,83
228150,2017-09-23,5,13,89
228151,2017-09-24,5,13,73
228152,2017-09-25,5,13,50
228153,2017-09-26,5,13,67
228154,2017-09-27,5,13,70
228155,2017-09-28,5,13,79
228156,2017-09-29,5,13,84
